timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1672416287515,50,HTTP Request-0,301,Moved Permanently,Thread Group 1-10,text,true,,733,188,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu/,50,0,0
1672416287565,135,HTTP Request-1,200,OK,Thread Group 1-10,text,true,,100816,142,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu,79,0,0
1672416287511,194,HTTP Request,200,OK,Thread Group 1-14,text,true,,101549,330,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu,52,0,0
1672416287511,52,HTTP Request-0,301,Moved Permanently,Thread Group 1-14,text,true,,733,188,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu/,52,0,0
1672416287564,141,HTTP Request-1,200,OK,Thread Group 1-14,text,true,,100816,142,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu,81,0,0
1672416287552,155,HTTP Request,200,OK,Thread Group 1-7,text,true,,101550,330,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu,35,0,0
1672416287552,35,HTTP Request-0,301,Moved Permanently,Thread Group 1-7,text,true,,733,188,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu/,35,0,0
1672416287588,119,HTTP Request-1,200,OK,Thread Group 1-7,text,true,,100817,142,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu,83,0,0
1672416287537,191,HTTP Request,200,OK,Thread Group 1-1,text,true,,101550,330,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu,93,0,0
1672416287537,93,HTTP Request-0,301,Moved Permanently,Thread Group 1-1,text,true,,733,188,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu/,93,0,0
1672416287630,98,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,100817,142,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu,51,0,0
1672416287544,189,HTTP Request,200,OK,Thread Group 1-4,text,true,,101549,330,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu,85,0,0
1672416287544,85,HTTP Request-0,301,Moved Permanently,Thread Group 1-4,text,true,,733,188,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu/,85,0,0
1672416287629,104,HTTP Request-1,200,OK,Thread Group 1-4,text,true,,100816,142,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu,62,0,0
1672416287564,171,HTTP Request,200,OK,Thread Group 1-12,text,true,,101549,330,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu,66,0,0
1672416287564,66,HTTP Request-0,301,Moved Permanently,Thread Group 1-12,text,true,,733,188,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu/,66,0,0
1672416287631,104,HTTP Request-1,200,OK,Thread Group 1-12,text,true,,100816,142,25,25,https://www.mojpieknyogrod.pl/zakladanie-ogrodu,63,0,0
